epoch,time,state
1,1382407153.97,0.0
1,1382407156.98,0.0
2,1382407157.99,0.0
2,1382407170.03,0.0
2,1382407170.14,0.0
2,1382407174.14,0.0
3,1382407174.15,0.0
3,1382407189.18,0.0
4,1382407201.21,0.0
5,1382407201.23,0.0
5,1382407205.26,0.0
5,1382407219.3,0.0
6,1382407219.3,0.0
6,1382407219.3,0.0
6,1382407234.34,0.0
7,1382407234.34,0.0
7,1382407234.34,0.0
7,1382407234.34,0.0
7,1382407249.39,0.0
7,1382407249.39,0.0
8,1382407264.43,0.000290870666504
9,1382407264.44,0.000145435333252
9,1382407265.45,7.2717666626e-05
9,1382407276.46,0.000109076499939
9,1382407280.46,0.00242785739829
10,1382407289.22,0.00126846694911
11,1382407293.24,0.00126846694911
11,1382407309.19,0.00126846694911
11,1382407309.2,0.00202717238608
11,1382407309.2,0.00103858289094
12,1382407323.35,0.00115352492003
13,1382407323.35,0.00121099593457
13,1382407338.38,0.0020068287472
13,1382407338.39,0.00158017683361
13,1382407338.39,0.00106109627495
14,1382407351.4,0.00122834132952
15,1382407355.42,0.00122834132952
15,1382407370.46,0.00122834132952
15,1382407370.46,0.00122834132952
16,1382407384.76,0.00101494866257
16,1382407384.76,0.000908252329097
16,1382407384.76,0.00106829682931
17,1382407397.51,0.00192374186648
18,1382407401.52,0.00149601934789
18,1382407409.55,0.00297225453388
18,1382407409.55,0.00223413694089
19,1382407411.85,0.00157119463499
19,1382407424.2,0.00264989929736
20,1382407428.21,0.00264989929736
20,1382407428.64,0.00195814843139
20,1382407429.61,0.00209614268614
20,1382407443.25,0.00264269715734
20,1382407443.25,0.00236941992174
21,1382407455.29,0.00236941992174
22,1382407456.39,0.00199084646007
22,1382407459.3,0.00218013319091
22,1382407471.32,0.00258221344638
23,1382407472.29,0.00238117331864
23,1382407487.37,0.00238117331864
23,1382407487.37,0.00213460095306
24,1382407501.43,0.00268219147496
24,1382407503.41,0.0025316823968
24,1382407504.29,0.00227149858354
24,1382407508.3,0.00267511473348
25,1382407519.34,0.00240826070519
25,1382407519.34,0.00254168771933
26,1382407519.45,0.00253668505807
26,1382407534.38,0.00247247288163
26,1382407534.38,0.00250457896985
27,1382407549.44,0.00250457896985
27,1382407549.44,0.00242202086289
28,1382407562.97,0.00332989382443
28,1382407562.97,0.00291723639714
29,1382407578.01,0.00291723639714
29,1382407578.01,0.00291723639714
29,1382407578.01,0.00312356511079
29,1382407578.01,0.00275430330729
30,1382407590.06,0.00266478279972
31,1382407594.07,0.00279100959843
31,1382407609.12,0.00279100959843
32,1382407624.16,0.00279100959843
33,1382407624.16,0.00279100959843
33,1382407624.16,0.00508322153936
33,1382407624.16,0.00385162204265
33,1382407636.2,0.00332131582054
33,1382407640.22,0.00385162978221
34,1382407651.23,0.00354372603825
34,1382407652.27,0.00343252092939
34,1382407656.29,0.00341114754783
35,1382407665.22,0.00342183423861
35,1382407669.24,0.00342183423861
36,1382407684.28,0.00342183423861
37,1382407684.28,0.00342183423861
37,1382407684.29,0.00483973867718
37,1382407697.13,0.0041307864579
38,1382407697.14,0.00376562365747
38,1382407701.15,0.00394820505768
38,1382407710.06,0.00376562365747
39,1382407714.07,0.00385691435758
39,1382407715.43,0.00376562365747
39,1382407726.4,0.00523259812734
39,1382407726.96,0.00454475624246
39,1382407730.98,0.00454475624246
40,1382407739.37,0.00412095593743
40,1382407743.4,0.00402071152993
41,1382407743.4,0.00428273388619
41,1382407758.45,0.00415172270806
42,1382407758.45,0.00598602659967
42,1382407758.45,0.0050033690648
42,1382407758.45,0.0046430514755
42,1382407770.91,0.00446289268084
42,1382407771.11,0.00424949379804
42,1382407775.12,0.00419614407734
43,1382407789.96,0.00432951837909
44,1382407789.96,0.00439620552997
44,1382407789.96,0.00630979483669
44,1382407804.99,0.00531965660789
44,1382407805.0,0.00629312304897
45,1382407815.18,0.00522796177544
45,1382407817.02,0.00552134374886
45,1382407821.03,0.00713865917678
46,1382407829.12,0.00591702015772
47,1382407833.13,0.00571918195329
47,1382407835.25,0.00551269130075
47,1382407850.28,0.00729758537962
47,1382407850.29,0.00650838366646
48,1382407862.34,0.00814059046123
49,1382407862.34,0.00732448706385
49,1382407875.07,0.00638309860139
50,1382407875.08,0.00685379283262
50,1382407875.12,0.00739799625645
50,1382407894.35,0.00753404711241
51,1382407894.35,0.00719391997251
51,1382407894.35,0.00743200897044
51,1382407906.56,0.00714290090153
52,1382407907.22,0.00737248672096
52,1382407911.23,0.00725769381124
52,1382407925.79,0.00792427717584
53,1382407925.79,0.00759098549354
53,1382407937.82,0.00675169493185
54,1382407937.83,0.0071713402127
54,1382407941.84,0.00696151757227
54,1382407949.87,0.00696151757227
54,1382407953.89,0.00669923927174
55,1382407953.89,0.00693528974222
55,1382407965.95,0.00681726450698
55,1382407966.47,0.0068762771246
55,1382407970.91,0.00807572428761
56,1382407979.53,0.00747600070611
57,1382407980.05,0.0070515567226
57,1382407982.94,0.00756364050511
57,1382407983.54,0.00751982060561
57,1382407995.59,0.00796961329174
58,1382407999.6,0.00774471694867
58,1382408014.64,0.00774471694867
59,1382408029.69,0.00774471694867
60,1382408044.73,0.00774471694867
61,1382408044.73,0.00774471694867
61,1382408044.73,0.00729202583976
61,1382408055.52,0.00833920570176
61,1382408056.77,0.00770244299353
61,1382408056.94,0.0077235799711
61,1382408060.96,0.00755382080526
62,1382408076.0,0.0075113810138
63,1382408076.0,0.00753260090953
63,1382408076.0,0.00762809044032
63,1382408087.25,0.00756973572706
63,1382408088.03,0.00759891308369
64,1382408088.88,0.0083628488204
64,1382408100.93,0.00855383275458
65,1382408104.95,0.00807637291913
65,1382408116.98,0.00913187022494
66,1382408116.99,0.00860412157204
66,1382408130.95,0.00913187022494
66,1382408132.04,0.00831167879325
66,1382408133.03,0.00845790018264
66,1382408137.05,0.00845790018264
67,1382408145.09,0.00845790018264
67,1382408147.29,0.00879488520379
67,1382408151.45,0.0100201188993
68,1382408159.76,0.0100201188993
69,1382408161.14,0.00923900954098
69,1382408180.2,0.00923900954098
69,1382408180.21,0.00857029630919
69,1382408180.21,0.00899788253232
70,1382408195.25,0.00911844603665
70,1382408195.25,0.00921461501892
71,1382408210.29,0.00922681227995
72,1382408210.29,0.0088149651406
72,1382408210.3,0.00902698734079
72,1382408210.3,0.0091177518646
72,1382408225.33,0.00917228207228
73,1382408225.33,0.00919954717611
73,1382408240.35,0.00880133258868
74,1382408240.35,0.00898680733048
74,1382408255.39,0.00898680733048
75,1382408255.39,0.00898680733048
75,1382408255.39,0.00879451631272
75,1382408270.43,0.00867348239213
75,1382408270.43,0.0088301448613
76,1382408285.48,0.0088301448613
77,1382408294.43,0.0105848058169
78,1382408295.43,0.0105848058169
78,1382408297.7,0.00959132100434
78,1382408297.97,0.00921073293282
78,1382408310.31,0.00915832923046
78,1382408310.58,0.00918453108164
78,1382408311.7,0.010638402948
78,1382408312.69,0.00989836608924
79,1382408325.75,0.00970025594896
79,1382408329.65,0.0094423935153
80,1382408329.65,0.00931346229847
80,1382408329.65,0.00997593262325
80,1382408344.68,0.010505018171
81,1382408344.69,0.00997370584317
81,1382408346.39,0.00978745336099
81,1382408357.2,0.00988057960208
81,1382408358.19,0.00988057960208
82,1382408358.45,0.00983401648154
82,1382408370.49,0.00985729804181
83,1382408370.65,0.00978745336099
83,1382408374.65,0.0098223757014
83,1382408389.69,0.0098223757014
84,1382408389.69,0.0098223757014
84,1382408404.72,0.0098223757014
85,1382408419.77,0.0098223757014
86,1382408419.77,0.0098223757014
86,1382408419.77,0.00978745336099
86,1382408434.8,0.0098049145312
86,1382408434.81,0.0115695180769
87,1382408449.85,0.010687216304
87,1382408449.86,0.0113467599874
88,1382408464.91,0.0110169881457
89,1382408479.95,0.0110169881457
89,1382408479.95,0.0105340781281
90,1382408495.01,0.0115671590001
90,1382408495.02,0.0112920735729
90,1382408495.02,0.0108064071421
91,1382408510.05,0.0109116976439
92,1382408510.05,0.0109643428948
92,1382408525.08,0.0119602120718
93,1382408525.08,0.0114359548579
93,1382408525.08,0.0108201901235
93,1382408540.11,0.0111280724907
94,1382408549.1,0.0111280724907
95,1382408553.12,0.0108444456472
95,1382408553.12,0.0109862590689
95,1382408565.16,0.0124157823937
96,1382408565.16,0.0115592073095
96,1382408569.18,0.0112727331892
96,1382408583.39,0.0125526648688
97,1382408583.39,0.0131926307086
97,1382408583.39,0.0122326819489
97,1382408595.43,0.0122326819489
97,1382408602.45,0.0123926734089
98,1382408611.47,0.0123126776789
99,1382408611.47,0.0124926680713
99,1382408612.59,0.0118117939194
99,1382408615.48,0.0120622357991
99,1382408627.21,0.0117667963213
99,1382408627.52,0.0119145160602
99,1382408627.52,0.012538574185
