epoch,time,state
1,1382482712.07,816
2,1382482712.07,724
2,1382482712.07,707
2,1382482714.97,664
2,1382482714.98,712
2,1382482715.06,832
2,1382482728.05,772
2,1382482728.11,802
2,1382482728.93,581
2,1382482733.08,564
3,1382482733.08,644
3,1382482745.83,491
4,1382482745.83,481
4,1382482749.83,488
4,1382482758.4,482
5,1382482774.45,507
6,1382482774.45,490
6,1382482774.7,469
6,1382482778.7,494
6,1382482789.36,513
6,1382482790.5,501
6,1382482790.72,497
6,1382482794.73,505
7,1382482806.52,477
7,1382482806.52,489
7,1382482806.76,493
7,1382482806.78,499
8,1382482821.32,487
9,1382482821.33,490
9,1382482821.6,495
9,1382482833.63,492
9,1382482834.03,464
9,1382482838.44,462
10,1382482838.44,474
10,1382482853.48,472
10,1382482853.48,468
10,1382482853.48,469
10,1382482853.48,479
11,1382482864.43,447
11,1382482865.55,460
11,1382482865.55,469
11,1382482869.69,470
12,1382482878.1,470
12,1382482878.1,455
13,1382482882.11,462
13,1382482894.16,451
14,1382482894.16,457
14,1382482894.58,461
14,1382482907.58,457
14,1382482910.21,457
14,1382482910.61,461
14,1382482914.61,462
15,1382482923.05,443
15,1382482923.05,450
15,1382482923.05,455
16,1382482925.65,450
16,1382482941.7,448
17,1382482943.67,448
17,1382482955.7,437
17,1382482955.7,443
17,1382482955.7,447
17,1382482955.71,447
18,1382482955.79,448
18,1382482956.87,448
18,1382482967.82,448
18,1382482971.91,448
18,1382482971.91,448
19,1382482984.76,445
19,1382482984.76,446
19,1382482984.77,445
19,1382482984.77,445
20,1382482988.78,446
20,1382482988.78,444
20,1382483003.83,445
20,1382483003.83,446
21,1382483012.47,437
21,1382483018.88,441
22,1382483018.88,443
22,1382483028.11,442
22,1382483030.54,444
22,1382483030.91,442
22,1382483032.68,440
22,1382483036.68,437
23,1382483044.75,437
24,1382483044.75,439
24,1382483044.75,438
24,1382483047.2,441
24,1382483058.09,438
24,1382483060.79,438
24,1382483060.8,438
24,1382483064.81,433
25,1382483072.85,434
25,1382483075.02,438
25,1382483075.81,437
25,1382483076.83,437
25,1382483080.87,435
26,1382483089.62,437
27,1382483089.68,436
27,1382483091.87,436
27,1382483102.66,436
27,1382483106.68,435
28,1382483108.13,435
28,1382483118.69,435
28,1382483121.18,434
28,1382483125.46,434
29,1382483133.48,433
29,1382483134.02,433
29,1382483134.85,434
29,1382483136.21,434
29,1382483140.22,434
30,1382483149.01,431
31,1382483149.7,433
31,1382483150.38,433
31,1382483152.28,433
31,1382483164.36,433
31,1382483164.36,432
32,1382483180.42,432
32,1382483180.42,432
33,1382483192.92,431
34,1382483198.31,431
34,1382483200.36,430
34,1382483208.37,431
34,1382483212.38,430
35,1382483225.13,429
35,1382483225.13,430
35,1382483225.13,430
36,1382483240.07,430
36,1382483241.17,430
36,1382483241.45,429
36,1382483245.48,429
37,1382483246.42,429
37,1382483253.35,429
37,1382483257.36,429
37,1382483257.36,429
38,1382483269.4,429
39,1382483272.39,429
39,1382483287.43,429
39,1382483288.2,429
40,1382483300.25,429
40,1382483300.25,429
40,1382483300.25,429
41,1382483305.31,429
41,1382483312.27,429
41,1382483312.28,429
41,1382483312.67,429
41,1382483316.69,429
41,1382483316.69,429
42,1382483329.33,429
42,1382483329.33,429
43,1382483331.59,429
43,1382483343.61,429
44,1382483343.62,429
44,1382483360.57,429
44,1382483360.57,429
45,1382483367.08,429
45,1382483372.61,429
45,1382483377.53,429
45,1382483377.53,429
46,1382483389.56,429
46,1382483389.56,429
46,1382483389.56,429
47,1382483389.84,429
47,1382483402.25,429
48,1382483406.26,429
48,1382483406.43,429
48,1382483408.7,429
48,1382483419.18,429
48,1382483423.19,429
48,1382483423.19,429
49,1382483432.18,429
49,1382483434.92,429
49,1382483435.22,429
49,1382483439.24,429
50,1382483449.94,429
50,1382483451.26,429
50,1382483456.25,429
51,1382483464.28,429
51,1382483464.28,429
51,1382483464.28,429
52,1382483466.0,429
52,1382483478.15,429
53,1382483494.2,429
54,1382483494.49,429
54,1382483497.11,429
54,1382483509.14,429
55,1382483522.55,429
55,1382483525.18,429
55,1382483525.69,429
55,1382483530.58,429
56,1382483541.2,429
56,1382483541.2,429
57,1382483553.22,429
58,1382483554.65,429
58,1382483554.86,429
58,1382483555.5,429
58,1382483567.52,429
58,1382483571.53,429
58,1382483571.53,429
58,1382483571.53,429
59,1382483583.57,429
59,1382483583.57,429
59,1382483583.57,429
60,1382483583.81,429
60,1382483602.86,429
60,1382483602.86,429
60,1382483602.86,429
61,1382483614.9,429
61,1382483614.91,429
62,1382483628.72,429
62,1382483628.94,429
62,1382483630.04,429
62,1382483630.05,429
62,1382483630.96,429
62,1382483634.97,429
63,1382483643.75,429
63,1382483644.15,429
63,1382483645.08,429
63,1382483645.33,429
63,1382483646.83,429
63,1382483650.83,429
64,1382483661.89,429
64,1382483661.89,429
64,1382483661.89,429
64,1382483661.9,429
64,1382483661.9,429
65,1382483673.93,429
66,1382483677.96,429
66,1382483693.01,429
66,1382483693.01,429
66,1382483693.01,429
67,1382483708.06,429
68,1382483720.67,429
69,1382483724.69,429
69,1382483733.54,429
70,1382483734.84,429
70,1382483749.62,429
70,1382483750.56,429
70,1382483750.9,429
70,1382483754.91,429
71,1382483756.42,429
71,1382483762.94,429
71,1382483764.5,429
71,1382483768.5,429
72,1382483777.7,429
72,1382483778.24,429
72,1382483778.99,429
72,1382483780.54,429
72,1382483782.08,429
72,1382483786.27,429
73,1382483793.16,429
73,1382483800.18,429
73,1382483800.18,429
74,1382483808.37,429
75,1382483809.22,429
75,1382483810.67,429
75,1382483823.27,429
76,1382483824.42,429
76,1382483826.14,429
76,1382483830.14,429
76,1382483838.16,429
77,1382483838.27,429
77,1382483839.09,429
77,1382483843.09,429
77,1382483853.4,429
77,1382483854.32,429
77,1382483855.32,429
78,1382483855.33,429
78,1382483867.37,429
78,1382483871.38,429
79,1382483871.38,429
79,1382483882.33,429
79,1382483883.32,429
80,1382483885.65,429
80,1382483897.67,429
81,1382483897.67,429
81,1382483899.37,429
81,1382483899.91,429
81,1382483901.7,429
81,1382483903.2,429
81,1382483918.0,429
81,1382483918.0,429
81,1382483918.0,429
81,1382483918.0,429
82,1382483930.03,429
82,1382483930.03,429
83,1382483930.05,429
83,1382483930.05,429
83,1382483942.41,429
83,1382483946.42,429
84,1382483962.12,429
