epoch,time,state
1,1382475524.08,619
2,1382475540.44,514
3,1382475554.45,495
3,1382475558.83,484
4,1382475575.57,484
5,1382475587.61,504
6,1382475604.51,514
7,1382475619.54,527
8,1382475634.58,527
9,1382475646.75,519
10,1382475664.81,519
13,1382475710.78,520
14,1382475722.83,520
15,1382475735.08,521
16,1382475753.41,520
17,1382475768.44,520
20,1382475814.61,514
21,1382475826.74,513
22,1382475839.69,513
23,1382475859.75,509
24,1382475873.24,510
25,1382475892.29,510
26,1382475900.33,510
27,1382475923.41,510
28,1382475931.43,507
29,1382475947.47,503
30,1382475966.38,501
31,1382475966.38,504
31,1382475978.42,501
32,1382475990.46,502
33,1382476011.1,501
34,1382476023.13,501
35,1382476035.74,501
36,1382476054.87,498
39,1382476099.99,498
40,1382476115.04,497
41,1382476128.88,497
42,1382476144.9,497
43,1382476159.93,497
44,1382476172.65,497
45,1382476191.7,496
46,1382476191.7,495
46,1382476203.73,495
47,1382476216.0,495
48,1382476235.06,493
49,1382476247.21,493
50,1382476260.07,493
52,1382476291.91,491
52,1382476295.93,490
53,1382476310.96,490
54,1382476326.0,490
55,1382476338.03,491
56,1382476355.46,491
57,1382476367.49,490
58,1382476380.23,489
59,1382476396.32,489
61,1382476427.4,488
62,1382476443.44,487
63,1382476456.25,487
64,1382476475.3,487
65,1382476490.33,487
66,1382476490.33,487
66,1382476505.37,487
67,1382476519.88,487
68,1382476534.92,487
70,1382476565.0,486
71,1382476577.85,485
72,1382476593.9,485
73,1382476610.65,485
74,1382476619.47,485
74,1382476623.48,485
75,1382476635.52,485
76,1382476654.57,485
77,1382476670.07,484
77,1382476670.07,484
78,1382476682.12,483
79,1382476698.16,481
80,1382476710.21,481
81,1382476729.28,481
82,1382476746.13,481
83,1382476754.16,481
84,1382476777.24,480
85,1382476789.27,479
86,1382476803.46,477
87,1382476818.97,477
88,1382476818.97,477
88,1382476831.0,476
89,1382476847.42,476
90,1382476864.09,476
91,1382476879.25,476
92,1382476895.3,475
93,1382476907.38,474
94,1382476924.13,474
95,1382476940.19,474
96,1382476953.66,474
97,1382476965.71,473
98,1382476984.78,473
99,1382476999.81,473
100,1382476999.81,473
